DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
MORONA_SANTIAGO,MORONA,CUCHAENTZA,140162,0,0.142466667,0,0.68866097,0.316945937,701.0539,11.32,2299,143,16.077,57,143,0.4,0,2,2299,4020.04,0,533.87,2,0,0,0.33,73.22,75.88,1206,16.9,47.6,100,0,4,0,0.74,0,0,80.07,152,0.2112,6,6.82,0,0,142060.94,2,0,0,0,0,0,2,2.95
MORONA_SANTIAGO,MORONA,RIO_BLANCO,140164,0,0.105691667,0.0042,0.583124659,0.320444585,797.3492,7.93,2601,85,30.6,0,85,0,11.11,2.5,2601,3611.89,0,75.37,2.09,0,0,3.87,40.65,44.46,809,17.5,35,95.2,0,0,0,0.51,0,0,87.71,225,0.5004,21,19.26,0,0,88014.98,0,0,0,0,0,0,2,2.52
MORONA_SANTIAGO,GUALAQUIZA,GUALAQUIZA,140250,0,0.185191667,0,0.255488728,0.357663846,2311.2208,43.7,8479,342,24.792,58,276,0.21,19.08,2.5,7628,16685.69,0,207.67,1.33,0,0,5.48,23.16,23.97,680,13.6,43.6,39.4,2,2,1,0.89,0,0,34.29,167,1.5533,20,60.26,0,1.63,533869.56,1,1,105,0,0,2,2,3.52
MORONA_SANTIAGO,GUALAQUIZA,AMAZONAS_(ROSARIO_DE_CUYES),140251,0,0.156416667,0,0.202980676,0.407709341,302.8319,8.28,915,61,15,0,61,0,0,2,915,2383.5,0,122.53,1,0,0,4.98,78.69,50.56,943,25.4,44.1,100,0,0,0,0.66,0,0,84.37,108,0,27,6.1,0,0.42,80985.22,0,1,0,0,0,1,2,1.05
MORONA_SANTIAGO,GUALAQUIZA,BERMEJOS,140252,0,0.147566667,0,0.269133653,0.418928379,402.6,8.41,1342,85,15.788,45,85,0.53,0.2,2,1342,1403.47,0,65.89,1.1,0,0,3.36,62.37,63.87,874,24.8,44.6,92.3,1,1,1,0.66,0,0,83.01,56,0,25,1.29,0,0.69,34743.18,0,1,0,0,0,0,2,0.73
MORONA_SANTIAGO,GUALAQUIZA,BOMBOIZA,140253,0,0.190654167,0,0.21246886,0.35925662,1393.382,16.61,4640,348,13.333,36,348,0.1,12.1,2,4640,11368.41,0,605.06,1.04,0,0,0.81,71.75,83.75,1095,17.9,40.7,97,2,1,2,1,0,0,68.2,289,13.8203,0,25.01,0,1.96,828580.71,2,1,0,0,0,0,2,2.55
MORONA_SANTIAGO,GUALAQUIZA,CHIGUINDA,140254,0,0.155566667,-0.0086346,0.258228809,0.36212699,620.7,9.18,2069,99,20.899,18,99,0.18,0.12,2,2069,2010.17,0,59.13,2,0,0,9.4,59.01,43.04,871,23.2,51.1,73.7,1,1,1,1,0,0,87.07,79,0,22,14.95,0,0,81368.01,0,1,0,0,0,0,2,1.15
MORONA_SANTIAGO,GUALAQUIZA,EL_ROSARIO,140255,0,0.165566667,-0.0006154,0.283536198,0.419065352,604.5,19.64,2015,81,24.877,0,81,0,0,2,2015,1912.76,0,51.57,1.43,0,0,6.6,75.69,49.25,918,17.8,46.6,78.9,0,0,0,1,0,0,62.24,42,0,25,10.28,0,0,114955.86,1,0,0,0,0,0,2,1.01
MORONA_SANTIAGO,GUALAQUIZA,NUEVA_TARQUI,140256,0,0.167566667,-0.0398654,0.188591441,0.345833805,813.9,49.06,2713,105,25.838,15,105,0.14,15.82,2,2713,1717.84,800,43.7,1,0,0,7.94,50.9,53.45,681,17.5,44.7,73.5,1,1,1,1,0,0,22.84,12,0,16,2.96,0,0,64972.22,1,1,0,0,0,0,2,3.52
MORONA_SANTIAGO,GUALAQUIZA,SAN_MIGUEL_DE_CUYES,140257,0,0.135716667,-0.033,0.219237546,0.392710244,304.3428,5.46,1011,55,18.382,0,55,0,0.35,2,1011,1203.4,0,70.1,1,0,0,4.17,57.14,47.3,614,23.6,46.8,93.6,0,0,0,0.72,0,0,90.86,83,10.4275,0,11.65,0,0.39,26263.17,0,1,0,0,0,0,2,1.31
MORONA_SANTIAGO,GUALAQUIZA,EL_IDEAL,140258,0,0.147566667,-0.0000385,0.216527913,0.331420024,912.9001,42.86,3043,141,21.582,29,141,0.21,10.54,2,3043,4237.11,0,59.85,1.1,0,0,2.59,51.74,36.71,858,22.8,48.8,92.7,1,1,1,0.91,0,0,32.17,56,0.001,27,1.39,0,5.45,106110.56,1,0,0,0,0,1,2,3.17
MORONA_SANTIAGO,LIMON_INDANZA,GRAL._LEONIDAS_PLAZA_GUTIERREZ,140350,0,0.150166667,-0.0000192,0.418517165,0.372299383,781.5645,15.35,2605,114,22.851,114,114,1,0.17,2.5,2605,4477.03,0,22.02,1,0,0,10.42,24.06,22.17,758,14.4,48.8,49.1,1,4,0.25,0.89,0,0,73.88,100,0.645,0,47.47,1,0,305898.83,2,1,28,0,0,0,2,2.92
MORONA_SANTIAGO,LIMON_INDANZA,INDANZA,140351,0,0.175011111,-0.0000096,0.374345917,0.367140205,1097.7,65.83,3659,150,24.393,26,150,0.17,0,2,3659,4745.77,0,14.02,1,0,0,7.1,39.59,55.06,832,16.5,39.5,64.8,0,1,0,0.85,0,0,3.91,27,0,21,17.91,1,0,172334.16,1,1,0,0,0,0,2,3.04
MORONA_SANTIAGO,LIMON_INDANZA,SAN_ANTONIO_(CAB_EN_SAN_ANTONIO_CENTRO),140353,0,0.199855556,0,0.330174668,0.361981028,1096.4907,8.19,3645,154,23.669,0,154,0,4.96,2,3645,6593.59,0,283.33,1.06,0.02,0,3.91,78.49,87.47,1140,17.1,39.4,99.8,0,0,0,1,0,0,79.26,315,29.9067,16,33.47,1,9.31,540697.66,0,0,0,0,0,0,2,2.71
MORONA_SANTIAGO,LIMON_INDANZA,SAN_MIGUEL_DE_CONCHAY,140356,0,0.183266667,0,0.381993194,0.361929358,1009.8415,29.99,3366,124,27.145,0,124,0,0,2.5,3366,3861.98,0,63.6,1,0,0,9.18,86.75,57.5,1098,23.5,49,99,0,0,0,0.95,1,0,18.43,65,0.4151,17,2.31,1,0,112205.6,1,1,0,0,0,1,2,1.54
MORONA_SANTIAGO,LIMON_INDANZA,STA_SUSANA_DE_CHIVIAZA_(CAB_EN_CHIVIAZA),140357,0,0.174491667,0,0.561978226,0.361943445,1449.3432,24.76,4830,211,22.891,0,211,0,42.44,2,4830,7040.68,0,170.98,1.14,0,0,7.77,83.95,59.49,1032,16.5,43.3,89.9,0,0,0,0.76,0,0,48.1,123,3.4317,12,26.72,1,1.5,206979.82,2,1,0,0,0,1,2,3.08
MORONA_SANTIAGO,LIMON_INDANZA,YUNGANZA_(CAB_EN_EL_ROSARIO),140358,0,0.157691667,0,0.480439608,0.297827661,1337.4992,19.77,4458,145,30.745,26,145,0.18,11.55,2,4458,4430.18,0,17.79,1.5,0,11,3.83,72.66,70.22,1027,15.2,38.6,96.1,0,2,0,1,0,0,59.31,84,0.9916,12,17.12,1,0,242262.34,2,1,0,0,0,0,2,2.78
MORONA_SANTIAGO,PALORA,PALORA_(METZERA),140450,0,0.139479167,0,0.715921376,0.28487164,334.6626,35.33,1115,51,21.863,51,51,1,11.82,2.5,1115,4374.91,0,260.76,1.85,0,0,4.76,29.93,22.7,723,14.5,45.9,50.6,2,3,0.67,0.89,0,0,39.86,89,1.6258,0,20.36,0,0.09,88864.56,2,1,0,0,1200,1,2,0
MORONA_SANTIAGO,PALORA,ARAPICOS,140451,0,0.121266667,0,0.951403145,0.27191562,203.7551,14.19,678,36,18.833,0,36,0,65.99,2.5,678,3071.9,0,184.81,2,0,0,3.49,75.71,84.82,1105,21.3,32.7,100,0,0,0,0.46,0,0,70.36,119,3.551,5,15.59,0,0.25,27450.8,2,1,0,0,0,1,2,2.9
MORONA_SANTIAGO,PALORA,CUMANDA_(CAB_EN_COLONIA_AGRICOLA_SEVILLA_DEL_ORO),140452,0,0.097055556,0,0.88489747,0.337495232,0.3718,1.66,0,0,0,0,0,0,2.73,2.5,0,1373.99,0,345.37,2,0,0,3.21,64.18,82.09,855,20.1,44.4,96.7,0,0,0,1,0,0,96.11,435,3.7182,0,1.27,0,0,16656.11,0,1,0,0,0,0,2,2.93
MORONA_SANTIAGO,PALORA,SANGAY_(CAB_EN_NAYAMANACA),140454,0,0.114966667,0,0.998470379,0.263451046,1667.8742,41.15,5559,190,29.258,0,190,0,3.38,2.5,5559,8077.04,0,208.75,2,0,0,5.42,69.51,79.83,1000,21.1,36.5,87.5,0,0,0,1,0,0,33.82,88,1.742,3,32.71,0,0,61281.53,2,1,0,0,0,0,2,1.74
MORONA_SANTIAGO,PALORA,16_DE_AGOSTO,140455,0,0.126366667,0,1.002657416,0.271904799,568.5735,33.71,1895,78,24.295,22,78,0.28,13.83,2.5,1895,3176.42,0,151.01,1.93,0,0,0.77,75.14,88.51,1000,21.2,52.9,96,2,2,1,0.59,0,0,33.04,52,0.7348,0,16.37,0,0,55957.86,2,1,0,0,0,0,2,2.45
MORONA_SANTIAGO,SANTIAGO,SANTIAGO_DE_MENDEZ,140550,0,0.123666667,0,0.574702204,0.370680915,1151.1,20.13,3837,139,27.604,100,139,0.72,15.05,2.5,3837,6042.82,0,35.58,2,0,0,5.6,24.32,29.45,714,12.6,45.6,33.1,3,2,1.5,0.89,0,0,71.33,143,0,0,48.62,0,0.14,173983.53,2,1,24,0,5400,6,2,2.49
MORONA_SANTIAGO,SANTIAGO,COPAL,140551,0,0.143433333,0,0.504721632,0.381357031,1016.4,8.36,3388,111,30.523,26,111,0.23,27.09,2.5,3388,3951.94,0,58.38,1.63,0,6,3.28,68.06,37.98,727,18.3,51.4,97.1,0,2,0,1,0,0,85.61,187,0,23,36.59,0,3.23,77696.22,0,1,0,0,0,1,2,1.85
MORONA_SANTIAGO,SANTIAGO,CHUPIANZA,140552,0,0.146366667,0,0.551147909,0.300338179,1051.2937,39,3504,119,29.445,0,119,0,3.56,2.5,3504,3929.76,0,27.62,1.25,0,0,2.82,65.22,61.85,846,16.1,29.6,97.6,0,2,0,0.96,0,0,39.53,47,0.9369,23,18.79,0,0,72437.66,2,1,0,0,0,0,2,3.3
MORONA_SANTIAGO,SANTIAGO,PATUCA,140553,0,0.166316667,0,0.595059273,0.361954045,620.3725,11.87,2067,98,21.092,23,98,0.23,13.53,2.5,2067,3048.49,0,235.92,1,0,0,1.25,30.47,71.88,773,13.5,45.9,74.6,0,1,0,0.34,0,0,78.06,131,2.725,13,35.04,0,0,154571.72,2,1,0,0,0,0,2,3.07
MORONA_SANTIAGO,SANTIAGO,SAN_LUIS_DE_EL_ACHO_(CAB_EN_EL_ACHO),140554,0,0.149141667,0,0.582636973,0.335286076,558.7343,56.84,1862,56,33.25,22,56,0.39,27.51,2,1862,3409.12,0,10.95,1.2,0,0,5.43,67.72,54.57,919,23.8,40.5,79.1,0,1,0,1,0,0,8.39,33,1.3433,23,22.09,0,0,99534.16,2,1,0,0,0,0,2,3.78
MORONA_SANTIAGO,SANTIAGO,TAYUZA,140556,0,0.149141667,0,0.582636973,0.335286076,1245.9,46.67,4153,132,31.462,27,132,0.2,86.64,2,4153,4383.56,0,7.47,2,0,0,4.85,62.61,69.87,943,17.1,43.4,66.8,1,2,0.5,1,0,0,29.62,38,0,19,17.19,0,0,224847.15,2,1,0,0,0,0,2,2.95
MORONA_SANTIAGO,SANTIAGO,SAN_FRANCISCO_DE_CHINIMBIMI,140557,0,0.131966667,0,0.570214673,0.308618106,320.4,29.79,1068,52,20.538,29,52,0.56,33.53,2,1068,3982.64,0,139.86,1.57,0,0,2.3,67.86,82.14,1128,20.2,38.7,76.4,0,2,0,1,0,0,56.05,58,0,19,39.67,0,1.3,174141.4,2,1,0,0,0,0,2,3.83
MORONA_SANTIAGO,SUCUA,SUCUA,140650,0,0.130466667,0,0.633759252,0.306789836,4636.8,28.88,15456,412,37.515,19,412,0.05,40.12,2.5,15456,13645.63,0,110.92,2,0,0,4.76,28.66,34.17,798,13.6,41,52.5,2,1,2,0.89,0,0,58.46,235,0,16,69.33,0,0,475233.21,2,1,0,0,0,1,2,0.64
MORONA_SANTIAGO,SUCUA,ASUNCION,140651,0,0.128716667,0,0.590790424,0.374469383,215.7,33.45,719,28,25.679,0,28,0,44.01,2.5,719,6710.05,0,70.65,2,0,0,0.65,81.92,94.41,1223,21.6,40.4,98.7,0,0,0,0.67,0,0,60.41,96,0,22,6.58,0,0,204849.25,1,1,0,0,0,0,2,0.55
MORONA_SANTIAGO,SUCUA,HUAMBI,140652,0,0.145116667,0,0.64935315,0.316976648,435.3,34,1451,54,26.87,0,54,0,34.39,2.5,1451,5484.66,0,72.02,1.92,0,0,3.71,62.53,70.36,875,16.4,42.7,75.6,0,0,0,0.98,0,0,46.11,86,0,18,32.59,0,0,237542.97,2,1,559,0,0,0,2,1.3
MORONA_SANTIAGO,SUCUA,SANTA_MARIANITA_DE_JESUS,140655,0,0.134316667,0,0.804513018,0.316952251,297.6328,61.52,992,26,38.154,0,26,0,40.94,2.5,992,3625.82,0,13.19,2,0,0,7.43,48.74,58.73,747,19.8,48.4,83.6,0,0,0,1,0,0,22.66,25,0.3276,16,8.18,0,0,57961.52,2,1,0,0,0,0,2,0.58
MORONA_SANTIAGO,HUAMBOYA,HUAMBOYA,140750,0,0.123516667,0,0.959672885,0.316927853,90.9,38.02,303,11,27.545,11,11,1,1.7,2.5,303,7003.32,0,298.67,2,0,0,1.52,53.83,68.49,1011,19.2,44.4,86.5,0,3,0,0.89,0,0,44.96,92,0,0,9.17,0,1,170287.69,2,1,0,0,0,0,2,3
MORONA_SANTIAGO,HUAMBOYA,CHIGUAZA,140751,0,0.131241667,0,0.822079505,0.316939901,1795.2419,20.57,5984,225,26.596,0,225,0,0.01,2.5,5984,9883.39,0,1470.17,2,0,0,0.43,62.14,92.24,1147,17.5,41.9,100,0,2,0,0.91,0,0,61.93,310,0.4186,0,99.9,0,0.22,459141.66,2,1,0,0,0,0,2,3.96
MORONA_SANTIAGO,SAN_JUAN_BOSCO,SAN_JUAN_BOSCO,140850,0,0.156833333,0,0.325109201,0.372692124,1753.8198,41.62,5846,193,30.29,60,193,0.31,0,2.5,5846,6405.25,0,29.33,1,0,0,8.12,40.66,30.84,789,17.1,44.3,45,1,2,0.5,0.89,0,0,45.78,44,0.1979,22,24.43,0,1.98,261876.48,1,1,0,0,2750,1,2,3.29
MORONA_SANTIAGO,SAN_JUAN_BOSCO,PAN_DE_AZUCAR,140851,0,0.17578,0,0.291084776,0.36732744,357.9345,41.71,1193,55,21.691,0,55,0,0,2.4,1193,3517.73,0,5.31,1,0,0,11.27,80,67.38,803,13.5,46.2,90.8,1,1,1,1,0,0,43.47,34,0.3453,21,6.66,0,0,62720.07,1,1,0,0,0,0,2,3.25
MORONA_SANTIAGO,SAN_JUAN_BOSCO,SAN_CARLOS_DE_LIMON,140852,0,0.194726667,0,0.257060351,0.361962756,162.0892,3.46,527,31,17,0,31,0,0,2,527,2351.5,0,269.43,0,0,0,0.73,57.19,95.55,1179,25.8,25.3,99.3,0,1,0,0.86,0,0,93.77,316,39.8919,0,12.31,0,1.67,134172.64,0,1,0,0,0,1,2,3.25
MORONA_SANTIAGO,SAN_JUAN_BOSCO,SAN_JACINTO_DE_WAKAMBEIS,140853,0,0.186396667,0,0.317752495,0.361943429,401.7,27.38,1339,40,33.475,27,40,0.68,0,2.5,1339,1215.07,0,17.62,1,0,0,6.67,85.06,75.43,981,30,24.5,92.5,0,1,0,1,0,0,46.04,18,0,21,0.3,0,0,51336.5,1,1,0,0,0,0,2,3.38
MORONA_SANTIAGO,SAN_JUAN_BOSCO,SANTIAGO_DE_PANANZA,140854,0,0.178066667,0,0.37844464,0.361924101,577.5,38.37,1925,56,34.375,32,56,0.57,0,2.33,1925,3414.57,0,26.65,1,0,0,3.67,77.49,68.04,1075,19.1,46.2,91.5,0,1,0,1,0,0,29.71,35,0,17,9.87,0,0.75,107519.99,2,1,0,0,0,0,2,2.87
MORONA_SANTIAGO,TAISHA,TAISHA,140950,0,0.162927778,0,0.39327723,0.362042404,933.7251,3.67,3112,146,21.315,0,146,0,26.26,2.5,3112,6343.43,0,2222.48,2,48.19,0,0.32,61.58,85.72,1000,17.4,19.7,95.4,0,0,0,0.89,0,0,90.94,859,1.2512,0,4.37,0,1.06,93634.53,0,1,0,0,0,1,2,4.19
MORONA_SANTIAGO,TAISHA,HUASAGA_(CAB_EN_WAMPUIK),140951,0,0.164008333,0,0.041846807,0.407080594,0,0.62,0,0,0,0,0,0,22.45,2.5,0,768.81,0,229.24,0,87.16,0,0.41,58.11,92.12,1050,37.3,1.2,99.6,0,0,0,1,0,0,98.29,489,0,0,0,0,0.5,22412.61,0,1,0,0,0,0,2,6.21
MORONA_SANTIAGO,TAISHA,MACUMA,140952,0,0.154386667,0,0.592843623,0.361994794,45.1509,3.89,149,10,14.9,0,10,0,0.27,2.5,149,3711.38,0,952.48,2,5.49,0,0.26,66.98,91.93,1250,22.4,28.5,100,0,0,0,0.77,0,0,89.69,472,4.5094,0,0,0,0.62,66510.24,0,1,0,0,0,0,2,4.01
MORONA_SANTIAGO,TAISHA,TUUTINENTZA,140953,0,0.181333333,0,0.262624139,0.407062254,75,2.98,250,19,13.158,0,19,0,70.78,2,250,2877.77,0,2314.74,2,71.61,0,0.43,72.13,94.92,1199,28,17.5,100,0,1,0,1,0,0,90.52,546,0,1,0,0,1.7,85561.79,0,1,0,0,0,0,2,5.13
MORONA_SANTIAGO,TAISHA,PUMPUENTSA,140954,0,0.169191667,0,0.19508904,0.407080069,0.6265,0.95,0,0,0,0,0,0,71.6,2,0,1201.21,0,859.58,0,100,0,0,56.23,93.38,1058,23.4,6.8,100,0,0,0,1,0,0,97.44,471,6.2653,1,0,0,0.06,35254.78,0,1,0,0,0,0,2,5.69
MORONA_SANTIAGO,LOGRONO,LOGRONO,141050,0,0.173190278,0,0.374017403,0.384539651,1452.0034,55.11,4840,136,35.588,63,136,0.46,57.38,2.5,4840,3031.17,0,8.28,2,0,0,3.51,41.71,34.57,782,19.6,44.4,56.5,0,2,0,0.89,0,0,5.25,30,0.0335,19,28.81,0,0,90151.12,2,1,0,0,0,1,2,3.77
MORONA_SANTIAGO,LOGRONO,YAUPI,141051,0,0.177188889,0,0.552945766,0.361999233,46.3473,1.77,150,19,7.895,0,19,0,7.98,2.5,150,1515.88,0,394.59,1.71,4.94,0,0.12,65.59,95.38,1299,13.1,31.7,100,0,0,0,1,0,0,95.2,375,13.4726,15,17.43,0,0,122706.35,0,1,0,0,0,2,2,3.18
MORONA_SANTIAGO,LOGRONO,SHIMPIS,141052,0,0.153816667,0,0.648251633,0.361973562,605.1124,14.2,2017,81,24.901,53,81,0.65,17.36,2,2017,3693.07,0,187.07,1.57,0,0,0.21,75.51,95.58,1087,12.9,39.9,99.7,0,2,0,1,0,0,77.73,124,0.1238,17,52.68,0,0,150486.34,2,1,0,0,0,0,2,3.71
MORONA_SANTIAGO,PABLO_SEXTO,PABLO_SEXTO,141150,0,0.096160417,0.00035,0.659819088,0.321733899,682.3213,2.73,2274,96,23.688,76,96,0.79,8.16,2.5,2274,3795.5,0,380.47,2.41,0,0,1.81,39.76,59.81,956,17.9,45.7,73.1,2,2,1,0.89,0,0,93.53,752,1.2134,19,40.79,0,0,380721.67,0,1,0,0,2400,1,2,3.63
MORONA_SANTIAGO,TIWINTZA,SANTIAGO,141250,0,0.203438095,0,0.426121684,0.361995512,566.1023,4.59,1876,202,9.287,35,202,0.17,13.48,3,1876,2993.38,0,1145.48,1,26.73,0,0.34,39.13,80.58,870,13.5,43.8,87.7,1,1,1,0.89,0,0,87.19,333,33.0233,18,66.83,0,0,138612.14,0,1,0,0,0,1,2,3.79
MORONA_SANTIAGO,TIWINTZA,SAN_JOSE_DE_MORONA,141251,0,0.191566667,0,0.384171756,0.407048224,579.3999,10.32,1931,60,32.183,14,60,0.23,60.59,2.5,1931,5371.08,0,1503.66,1.6,57.09,0,0.74,54.32,85.32,1054,17.5,32.6,100,1,1,1,1,0,0,81.04,373,0.9992,12,42.15,0,0,92684.62,2,1,0,0,0,0,2,3.43
NAPO,TENA,TENA,150150,0,-0.01,0,0.803076737,0.271768416,200.8879,12.44,666,62,10.742,0,62,0,43.63,2,666,992.4,0,316.99,2.17,0,0,1.03,13.87,28.21,633,9.3,35,49.3,55,1,55,0.94,1,0,58.73,73,0.0648,17,23.91,1,0.42,84628.6,2,1,548,0,0,3,2,0.16
NAPO,TENA,AHUANO,150151,0,-0.011666667,0,0.984791756,0.271762846,263.2238,12.02,865,67,12.91,0,67,0,15.72,2,865,5020.65,0,214.45,0,25.82,0,0.45,69.79,87.24,969,14.6,44.2,97.3,0,0,0,0.97,1,0,66.52,373,10.5521,0,17.28,1,0.1,70009.21,2,1,0,0,0,0,2,0
NAPO,TENA,CHONTAPUNTA,150153,0,-0.008333333,0,0.621361719,0.271773985,444.7776,5.37,1451,133,10.91,15,133,0.11,11.32,2,1451,5227.96,0,733.3,0,18.74,0,0.14,77.88,94.71,997,15.7,41.4,99.9,1,1,1,0.5,0,0,78.72,597,3.903,0,0,1,0.65,93640.32,0,1,0,0,0,1,2,0
NAPO,TENA,PANO,150154,0,-0.097619048,-0.007,0.993308233,0.218893846,29.7,1.11,99,16,6.188,0,16,0,8.85,2,99,876.21,0,81.9,2.87,0,0,1.3,47.88,77.22,874,14.4,45.5,93.7,0,0,0,0.81,0,0,97.14,463,0,17,70.88,1,0.8,11983.92,0,1,0,0,0,2,2,1.34
NAPO,TENA,PUERTO_MISAHUALLI,150155,0,-0.026666667,0,1.022571636,0.271762728,567.4141,14.18,1878,109,17.229,15,109,0.14,23.66,2,1878,4946.84,0,75.31,2,14.24,0,0.75,60.78,77.32,888,14.9,47.9,93.9,1,1,1,1,0,0,65.13,269,21.9668,12,39.49,1,7.09,56031.16,2,1,0,0,0,1,2,0
NAPO,TENA,PUERTO_NAPO,150156,0,-0.011666667,0,1.141177054,0.271772696,290.1677,15.52,967,94,10.287,0,94,0,18.16,2,967,3338.53,0,523.68,2,8.65,0,0.93,55.92,71.21,871,12.7,40.2,89.8,0,0,0,1,1,0,48.8,182,0.677,20,35.42,1,0.05,54225.46,2,1,0,0,0,1,2,0
NAPO,TENA,TALAG,150157,0,-0.058888889,-0.000777778,1.042850413,0.226789682,31.2196,0.35,98,11,8.909,0,11,0,4.23,2,98,323.85,0,47.45,2.86,0,0,2.1,68.63,94,983,15.1,39.1,98.7,0,0,0,1,0,0,96.12,517,0.0212,0,54.68,1,0,34157.47,0,1,0,0,0,4,2,0.85
NAPO,TENA,SAN_JUAN_DE_MUYUNA,150158,0,-0.035833333,0,1.100565456,0.226763654,0,3.43,0,0,13.035,0,0,0,9.46,2,0,625.93,0,11.7,2.89,0,0,1.01,47.98,59.41,762,16,44.12,79.3,0,0,0,1,0,0,94.76,131,0,0,4.6,1,1,0,0,1,0,0,0,0,0,0.78
NAPO,ARCHIDONA,ARCHIDONA,150350,0,-0.119583333,-0.076825,0.895363777,0.197985429,463.5423,2.3,1533,161,9.522,46,161,0.29,14.69,2.17,1533,2198.45,0,87.29,2.93,0,0,0.98,31.14,57.47,751,14.4,39.5,68.3,2,2,1,0.94,0,0,93.47,506,0.0734,0,88.53,2,0,152595.92,0,1,0,0,0,2,2,0.71
NAPO,ARCHIDONA,COTUNDO,150352,0,-0.045833333,-0.001205556,0.875606875,0.271734873,2004.2097,6.18,6662,498,13.378,40,498,0.08,7.89,2.17,6662,9430.93,0,836.52,2.73,0,0,0.33,65.53,86.63,891,18,55.6,96.2,2,2,1,1,0,0,84.29,822,1.5731,21,68.09,2,0.65,230103.8,0,1,0,0,600,7,2,0
NAPO,ARCHIDONA,SAN_PABLO_DE_USHPAYACU,150354,0,-0.018333333,0,0.916366104,0.271743922,82.1137,8.44,247,23,10.739,0,23,0,0.01,2.33,247,1290.4,0,257.57,2.5,0,0,0.23,71.24,92.56,942,25.3,47.5,99.9,0,1,0,1,0,0,54,87,7.4381,17,27.61,1,1.79,146460.77,0,1,0,0,0,0,2,0
NAPO,ARCHIDONA,HATUN_SUMAKU,150356,0,-0.003333333,0,0.821870885,0.271722985,0.804,7.6,0,0,13.035,0,0,0,0,2,0,2978.73,0,161.86,2.29,0,0,1.01,47.98,59.41,762,16,44.12,79.3,0,0,0,1,0,0,66.48,317,8.04,19,22.17,1,1,0,0,1,0,0,0,0,0,0
NAPO,EL_CHACO,EL_CHACO,150450,0,-0.004027778,0,0.706921051,0.271707788,757.5177,27.05,2494,138,18.072,138,138,1,0,2,2494,1907.06,300,43.81,2.09,0,0,2.14,21.69,27.98,650,12.5,38.8,43.7,9,6,1.5,0.94,0,0,69.46,44,2.3043,21,3.82,1,2.87,780018.39,2,1,60,0,1530,3,2,0
NAPO,EL_CHACO,GONZALO_DIAZ_DE_PINEDA_(EL_BOMBON),150451,0,-0.004722222,0,0.591971217,0.271692591,1207.4907,1.71,4022,218,18.45,39,218,0.18,1.37,2,4022,3316.88,700,1089.98,2.47,0,0,0.67,54.8,52.57,662,21.9,49.4,84.6,1,1,1,1,0,0,97.07,1203,8.9066,0,18.96,2,0.25,218923.89,0,1,0,0,2000,3,2,0
NAPO,EL_CHACO,LINARES,150452,0,-0.010833333,0,0.678187802,0.358739489,498.3319,6.42,1661,73,22.753,20,73,0.27,0,1.5,1661,1388.11,200,123.32,2.13,0,0,0.88,73.74,65.98,817,17,50,80.8,0,1,0,1,0,0,90.4,107,0.3193,21,0,1,0.32,115082.22,0,1,0,0,0,0,2,0
NAPO,EL_CHACO,OYACACHI,150453,0,-0.083833333,0,0.673485809,0.272765668,365.6567,0.85,1211,165,7.339,256,256,1,22.34,2,1211,727.94,400,146.7,2.8,0,0,0,57.61,80.35,732,23.9,51.6,66.4,13,2,6.5,1,0,0,98.45,427,23.5668,0,0,1,1.58,266715.57,0,1,0,0,1120,7,2,0.16
NAPO,EL_CHACO,SANTA_ROSA,150454,0.001153846,-0.039583333,0,0.60176382,0.293586431,1752.683,19.69,5842,282,20.716,89,282,0.32,0,2,5842,6044.79,0,462.14,2.13,0,0,1.17,58.58,41.73,860,17.1,38.8,75.4,0,3,0,1,1,0,72.79,176,0.8303,0,24.48,1,0.73,543725.01,2,1,0,0,600,1,2,0
